Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
AJRD,"Aerojet Rocketdyne Holdings",41.01,-0.05,-0.12%,40.85,41.24,40.51,324400,2022-10-07
AKA,"A.K.A. Brands Holding Corp",1.37,-0.1,-6.80%,1.46,1.46,1.32,174300,2022-10-07
AKR,"Acadia Realty Trust",12.47,-0.32,-2.50%,12.66,12.81,12.36,645500,2022-10-07
AKRO,"Akero Therapeutics Inc",38.13,-1.13,-2.88%,39.34,39.5,37.55,717400,2022-10-07
AKTS,"Akoustis Technologies Inc",2.83,-0.13,-4.39%,2.89,2.91,2.79,286400,2022-10-07
AKYA,"Akoya Biosciences Inc",11.81,-0.87,-6.86%,12.55,12.69,11.72,50200,2022-10-07
ALBO,"Albireo Pharma Inc",20.59,-0.04,-0.19%,20.31,20.76,20.11,206900,2022-10-07
ALCO,"Alico Inc",27.79,-0.41,-1.45%,28.25,29.61,27.5,48900,2022-10-07
ALE,"Allete Inc",48.41,-1.31,-2.63%,49.77,49.97,48.19,473400,2022-10-07
ALEC,"Alector Inc",8.68,-0.45,-4.93%,9,9.04,8.65,473600,2022-10-07
ALEX,"Alexander and Baldwin Inc",16.85,-0.63,-3.60%,17.17,17.27,16.76,458100,2022-10-07
ALG,"Alamo Group",132.84,-0.69,-0.52%,129.76,133.9,129.76,60100,2022-10-07
ALGT,"Allegiant Travel Com",68.3,-5.35,-7.26%,72.63,72.63,67.24,324100,2022-10-07
ALHC,"Alignment Healthcare Inc",11.66,-0.47,-3.87%,12,12,11.6,878500,2022-10-07
ALIT,"Alight Inc Cl A",7.99,-0.22,-2.68%,8.1,8.19,7.93,1544800,2022-10-07
ALKS,"Alkermes Plc",22.13,-0.68,-2.98%,22.65,22.78,22.1,1968200,2022-10-07
ALKT,"Alkami Technology Inc",15.64,-0.55,-3.40%,15.84,15.84,15.38,450400,2022-10-07
ALLO,"Allogene Therapeutics Inc",10.36,-0.6,-5.47%,10.89,12.21,10.28,5254900,2022-10-07
ALPN,"Alpine Immune Sciences Inc",6.83,-0.25,-3.53%,7.21,7.21,6.79,71500,2022-10-07
ALRM,Alarm.com,62.08,-2.53,-3.92%,64,64.04,61.89,300500,2022-10-07
ALRS,"Alerus Financial Corp",22.06,-0.4,-1.78%,22.38,22.38,21.94,21600,2022-10-07
ALTG,"Alta Equipment Group Inc",11.04,-0.27,-2.39%,11.24,11.24,10.85,50500,2022-10-07
ALTO,"Alto Ingredients Inc",3.68,-0.13,-3.41%,3.85,3.85,3.62,1234400,2022-10-07
ALTR,"Altair Engineering Inc Cl A",47.76,-1,-2.05%,47.96,48.09,47.19,438100,2022-10-07
ALVR,"Allovir Inc",8.72,-0.29,-3.22%,8.93,8.93,8.6,192000,2022-10-07
ALX,"Alexander's Inc",207,-2.63,-1.25%,207.16,210.6,204.36,18500,2022-10-07
ALXO,"Alx Oncology Holdings Inc",10.01,-0.52,-4.94%,10.34,10.69,9.96,237100,2022-10-07
AMAL,"Amalgamated Financial Corp",22.78,0.05,+0.22%,22.71,22.79,22.36,175300,2022-10-07
AMBA,"Ambarella Inc",58.8,-3.86,-6.16%,60.47,61.39,57.59,585200,2022-10-07
AMBC,"Ambac Financial Group",14.8,2,+15.63%,15.02,15.24,13.45,3466700,2022-10-07
AMCX,"Amc Networks Cl A",21.12,-0.39,-1.81%,21.2,21.41,20.72,475500,2022-10-07
AMEH,"Apollo Medical Holdings Inc",35.45,-3.69,-9.43%,38.44,38.6,35.35,254800,2022-10-07
AMK,"Assetmark Financial Holdings Inc",18.67,-0.57,-2.96%,19,19.21,18.44,106000,2022-10-07
AMKR,"Amkor Technology",17.92,-0.95,-5.03%,18.46,18.58,17.77,606300,2022-10-07
AMLX,"Amylyx Pharmaceuticals Inc",32.46,-0.36,-1.10%,32.71,33.87,30.96,5515700,2022-10-07
AMN,"Amn Healthcare Services Inc",111.25,-0.41,-0.37%,110.33,113.37,108.16,577300,2022-10-07
AMNB,"American Natl Bksh",33.21,0.01,+0.03%,33.2,33.43,32.97,13200,2022-10-07
AMOT,"Allied Motion Tech",26.9,-1.61,-5.65%,28.49,28.49,26.56,38300,2022-10-07
AMPH,"Amphastar Pharma",29.04,0.18,+0.62%,28.98,29.09,28.63,346300,2022-10-07
AMPL,"Amplitude Inc Cl A",15.89,-1.61,-9.20%,16.91,17.05,15.58,419800,2022-10-07
AMPS,"Altus Power Inc",10.39,-0.58,-5.29%,10.81,10.87,10.14,1041200,2022-10-07
AMPY,"Amplify Energy Corp",8.8,-0.25,-2.76%,9.08,9.2,8.7,708700,2022-10-07
AMR,"Alpha Metallurgical Resources Inc",150.39,-3.53,-2.29%,154.5,155.7,149.15,316800,2022-10-07
AMRC,"Ameresco Inc",61.71,-4.09,-6.22%,65,65.45,61.31,562800,2022-10-07
AMRK,"A-Mark Precious Meta",28.22,-1.02,-3.49%,29,29.16,27.98,97500,2022-10-07
AMRS,"Amyris Inc",2.87,-0.29,-9.18%,3.05,3.1,2.83,4616300,2022-10-07
AMRX,"Amneal Pharmaceuticals Inc",2.13,-0.09,-4.05%,2.22,2.22,2.09,424200,2022-10-07
AMSF,"Amerisafe Inc",46.14,-0.67,-1.43%,46.77,47.29,45.85,50400,2022-10-07
AMSWA,"Amer Software Inc",15.55,-0.53,-3.30%,15.84,15.9,15.46,95900,2022-10-07
AMTB,"Mercantil Bank Holding Cl A",25.1,-0.5,-1.95%,25.52,25.52,24.94,38500,2022-10-07
AMTX,"Aemetis Inc",6.29,-0.44,-6.54%,6.65,6.68,6.22,478300,2022-10-07
AMWD,"Amer Woodmark Cp",45.16,-2.04,-4.32%,46.7,46.7,44.81,65000,2022-10-07
AMWL,"American Well Corp Cl A",3.8,-0.27,-6.63%,3.99,4.05,3.77,822900,2022-10-07
ANAB,"Anaptysbio Inc",26.22,-0.99,-3.64%,26.88,27.16,26.07,140300,2022-10-07
ANDE,"Andersons Inc",31.85,-0.33,-1.03%,31.98,32.28,31.6,388000,2022-10-07
ANF,"Abercrombie & Fitch Company",15.17,-1.21,-7.39%,16.03,16.33,14.78,2227000,2022-10-07
ANGO,"Angiodynamics Inc",15.9,-1.44,-8.30%,17.16,17.24,14.53,1653100,2022-10-07
ANIK,"Anika Therapeutics",24.53,-0.09,-0.37%,24.38,24.85,23.19,89700,2022-10-07
ANIP,"ANI Pharma Inc",32.26,-1.23,-3.67%,33.18,33.44,32.09,47300,2022-10-07
ANTX,"An2 Therapeutics Inc",17.89,-0.22,-1.21%,18.11,19.75,17.72,21000,2022-10-07
AOMR,"Angel Oak Mortgage Inc",11.59,-0.06,-0.52%,11.58,11.95,11.4,58900,2022-10-07
AORT,"Artivion Inc",11.59,-0.39,-3.26%,11.77,12,11.24,658800,2022-10-07
AOSL,"Alpha and Omega Semi",30.66,-2.88,-8.59%,32.19,32.52,30.17,291200,2022-10-07
APAM,"Artisan Partners Asset Mgmt",27.05,-0.66,-2.38%,27.43,27.43,26.63,580600,2022-10-07
APEI,"American Public Education",9.75,-0.1,-1.02%,9.82,9.94,9.63,354300,2022-10-07
APG,"Api Group Corp",14.09,-0.34,-2.36%,14.24,14.24,13.84,855700,2022-10-07
APLD,"Applied Blockchain Inc",1.55,-0.07,-4.32%,1.62,1.625,1.5,432000,2022-10-07
APLE,"Apple Hospitality REIT Inc",14.7,-0.21,-1.41%,14.77,14.9,14.6,1677800,2022-10-07
APLS,"Apellis Pharmaceuticals Inc",58.23,-0.87,-1.47%,58.81,59.7,57.89,993400,2022-10-07
APOG,"Apogee Entrpr Inc",41.83,-1.16,-2.70%,42.69,42.69,41.38,154400,2022-10-07
APPF,"Appfolio Cl A",112.14,-1.3,-1.15%,112.16,114.32,109.21,308300,2022-10-07
APPH,"Appharvest Inc",1.79,-0.1,-5.29%,1.89,1.902,1.77,1473300,2022-10-07
APPN,"Appian Corp Cl A",42.77,-1.89,-4.23%,43.31,44.07,42.4,554700,2022-10-07
APPS,"Digital Turbine",14.44,-1.35,-8.55%,15.27,15.38,14.34,2476800,2022-10-07
AQUA,"Evoqua Water Technologies Corp",33.69,-1.1,-3.16%,34.35,34.4,33.33,410000,2022-10-07
ARCB,"Arcbest Corp",75.57,-2.61,-3.34%,76.88,77.42,75.1,127500,2022-10-07
ARCH,"Arch Resources Inc",143.21,-3.3,-2.25%,146.51,146.53,140.01,495100,2022-10-07
ARCT,"Arcturus Therapeutics Ltd",15.39,-0.66,-4.11%,15.65,15.76,15.1,676800,2022-10-07
AREN,"The Arena Group Holdings Inc",12.16,-0.55,-4.33%,14.17,14.17,12.01,74900,2022-10-07
ARGO,"Argo Group Intl Hlds",20.52,0.16,+0.79%,20.25,20.54,20.02,241100,2022-10-07
ARI,"Apollo Commercial Real Estate",8.47,-0.23,-2.64%,8.61,8.86,8.42,2582200,2022-10-07
ARIS,"Aris Water Solutions Inc Cl A",13.6,0.04,+0.29%,13.56,13.68,13.34,253600,2022-10-07
ARKO,"Arko Corp",9.39,-0.15,-1.57%,9.5,9.55,9.37,203200,2022-10-07
ARLO,"Arlo Technologies Inc",4.66,-0.19,-3.92%,4.79,4.8,4.62,440700,2022-10-07
ARNC,"Arconic Corp",19.46,-0.18,-0.92%,19.46,19.89,19.17,972200,2022-10-07
AROC,"Archrock Inc",7.05,-0.11,-1.54%,7.14,7.2,7.02,1194800,2022-10-07
AROW,"Arrow Financial Corp",28.93,-0.82,-2.76%,29.54,29.54,28.77,20000,2022-10-07
ARQT,"Arcutis Biotherapeutics Inc",19.14,-0.66,-3.33%,19.51,20.09,19.08,623700,2022-10-07
ARR,"Armour Residential R",4.84,-0.09,-1.83%,4.87,4.99,4.79,9544300,2022-10-07
ARRY,"Array Technologies Inc",16.5,-0.18,-1.08%,16.3,16.62,16,1704900,2022-10-07
ARTNA,"Artesian Res Cp A",46.59,-1.11,-2.33%,47.85,47.92,45.64,48700,2022-10-07
ARVN,"Arvinas Inc",41.44,-2.32,-5.30%,43.34,43.64,41.27,334000,2022-10-07
ARWR,"Arrowhead Pharma",31.62,-1.95,-5.81%,33.18,33.22,31.52,703000,2022-10-07
ASAN,"Asana Inc Cl A",24.02,-2,-7.69%,25.4,25.6,23.55,3540700,2022-10-07
ASB,"Associated Banc-Corp",21.08,-0.66,-3.04%,21.64,21.68,20.99,1454500,2022-10-07
ASC,"Ardmore Shipping Corp",9.53,0.15,+1.60%,9.39,9.69,9.29,349800,2022-10-07
ASGN,"On Assignment",92.71,-2.66,-2.79%,94.51,94.51,92.33,127300,2022-10-07
ASIX,"Advansix Inc",32.74,-1.56,-4.55%,34,34.16,32.62,160800,2022-10-07
ASLE,"Aersale Corp",18.7,-0.38,-1.99%,18.9,19.04,18.57,93500,2022-10-07
ASO,"Academy Sports and Outdoors Inc",44.56,-1.15,-2.52%,44.96,45.29,44.01,1228600,2022-10-07
ASPN,"Aspen Aerogels Inc",9.5,-0.35,-3.55%,9.59,9.97,9.41,454400,2022-10-07
ASTE,"Astec Inds Inc",32.16,-1.43,-4.26%,33.32,33.32,31.63,160200,2022-10-07
ASTR,"Astra Space Inc Cl. A",0.5924,-0.0275,-4.44%,0.6,0.6104,0.582,2767200,2022-10-07
ATCX,"Atlas Technical Consultants Inc",6.87,-0.11,-1.58%,6.84,7.05,6.61,34400,2022-10-07
ATEC,"Alphatec Holdings",8.97,-0.95,-9.58%,9.93,9.94,8.88,738900,2022-10-07
ATEN,"A10 Networks Inc",14.78,-0.07,-0.47%,14.69,14.85,14.57,571500,2022-10-07
ATER,"Aterian Inc",1.08,0.07,+6.93%,1.01,1.11,0.9652,5740400,2022-10-07
ATEX,"Anterix Inc.",34.36,-0.36,-1.04%,34.61,35.17,33.63,132400,2022-10-07
ATGE,"Adtalem Global Education Inc",36.74,-0.74,-1.97%,37.44,37.44,36.53,399300,2022-10-07
ATHA,"Athira Pharma Inc",3.02,-0.14,-4.43%,3.14,3.15,2.99,231100,2022-10-07
ATI,"Ati Inc",27.96,-0.39,-1.38%,28.26,28.45,27.65,1282800,2022-10-07
ATIP,"Ati Physical Therapy Inc",1.05,0.03,+2.94%,0.99,1.09,0.99,537400,2022-10-07
ATKR,"Atkore Inc",86.27,-2.13,-2.41%,87.89,88.6,85.8,493200,2022-10-07
ATLC,"Atlanticus Holdings Cp",26.39,-1.06,-3.86%,27.12,27.12,26.04,15200,2022-10-07
ATNI,"Atn International",35.34,-1,-2.75%,36.05,36.16,34.93,43900,2022-10-07
ATOM,"Atomera Inc",9.58,-0.6,-5.89%,9.98,10.04,9.53,125300,2022-10-07
ATRA,"Atara Biotherap",3.82,-0.36,-8.61%,4.05,4.06,3.79,1325400,2022-10-07
ATRC,"Atricure Inc",38.35,-1.24,-3.13%,39.02,39.29,37.91,259500,2022-10-07
ATRI,"Atrion Corp",583.73,14.83,+2.61%,575.56,594.14,575.56,10600,2022-10-07
ATRO,"Astronics Cp",7.61,-0.32,-4.04%,7.91,7.91,7.61,111600,2022-10-07
ATSG,"Air Transport",26.94,-0.31,-1.14%,26.99,27.3,26.85,302400,2022-10-07
AUB,"Atlantic Union Bancshares Corp",31.23,-0.8,-2.50%,31.98,32.04,31.17,240000,2022-10-07
AUD,"Audacy Inc",0.3447,-0.0353,-9.29%,0.38,0.38,0.3413,2756400,2022-10-07
AUPH,"Aurinia Pharm Ord",7.35,-0.29,-3.80%,7.52,7.55,7.31,1080700,2022-10-07
AURA,"Aura Biosciences Inc",13.77,0,0.00%,13.52,14.68,13.34,54900,2022-10-07
AVA,"Avista Corp",36.57,-0.82,-2.19%,37.34,37.62,36.32,389200,2022-10-07
AVAH,"Aveanna Healthcare Holdings Inc",1.32,-0.13,-8.97%,1.42,1.465,1.3,246400,2022-10-07
AVAV,"Aerovironment Inc",76.84,-2.31,-2.92%,78.74,78.99,76.11,299000,2022-10-07
AVD,"American Vanguard Corp",20.49,-0.42,-2.01%,20.66,20.89,20.17,412200,2022-10-07
AVDX,"Avidxchange Holdings Inc",8.34,-0.15,-1.77%,8.31,8.4,8.09,1060700,2022-10-07
AVID,"Avid Tech Inc",24.43,-1.04,-4.08%,25.13,25.33,24.11,444600,2022-10-07
AVIR,"Atea Pharmaceuticals Inc",5.4,-0.27,-4.76%,5.67,5.69,5.38,373100,2022-10-07
AVNS,"Avanos Medical Inc",20.96,-1.07,-4.86%,21.72,21.72,20.83,242700,2022-10-07
AVNT,"Avient Corp",30.68,-1.69,-5.22%,31.76,32.14,30.58,516200,2022-10-07
AVNW,"Aviat Networks Inc",27.72,-0.85,-2.98%,28.37,28.51,27.5,45200,2022-10-07
AVO,"Mission Produce Inc",14.41,-0.24,-1.64%,14.55,14.68,14.31,50700,2022-10-07
AVPT,"Avepoint Inc Cl A",3.82,-0.24,-5.91%,4.02,4.02,3.76,783900,2022-10-07
AVTE,"Aerovate Therapeutics Inc",16.4,0.39,+2.44%,15.9,16.62,15.33,56800,2022-10-07
AVXL,"Anavex Lf SC",10.51,-0.52,-4.71%,10.86,11.05,10.48,803200,2022-10-07
AVYA,"Avaya Holdings Corp",1.22,-0.16,-11.59%,1.36,1.3999,1.22,7317800,2022-10-07
AWR,"American States Water Company",79.71,-1.29,-1.59%,80.81,80.89,79.07,129600,2022-10-07
AX,"Axos Financial Inc",35.64,-1.11,-3.02%,36.19,36.19,35.25,287200,2022-10-07
AXGN,"Axogen Inc",11.32,-0.44,-3.74%,11.71,11.71,11.16,279400,2022-10-07
AXL,"American Axle & Manufacturing",7.65,-0.37,-4.61%,7.9,7.97,7.59,1151700,2022-10-07
AXNX,"Axonics Inc",72.51,-2.14,-2.87%,73.48,74.97,71.92,368900,2022-10-07
AXSM,"Axsome Thera",45.82,-2.68,-5.53%,48.02,48.65,45.35,1098300,2022-10-07
AXTI,"Axt Inc",5.13,-0.19,-3.57%,5.25,5.34,5.1,360500,2022-10-07
AZZ,"Azz Inc",38.4,-0.79,-2.02%,38.95,39.04,37.95,169200,2022-10-07
B,"Barnes Group",31.46,-0.42,-1.32%,31.53,31.59,31.04,239100,2022-10-07
BALY,"Bally's Corp",21.05,-0.39,-1.82%,21.08,21.33,20.64,392900,2022-10-07
BANC,"First Pactrust Bancorp",16.28,-0.46,-2.75%,16.66,16.69,16.28,454200,2022-10-07
BAND,"Bandwidth Inc",11.86,-0.97,-7.56%,12.48,12.59,11.83,457800,2022-10-07
BANF,"Bancfirst Corp",89.96,-1.23,-1.35%,91.04,91.06,89.38,128400,2022-10-07
BANR,"Banner Corp",61.09,-1.46,-2.33%,62.3,62.3,60.98,156200,2022-10-07
BARK,"The Original Bark CO",1.81,-0.07,-3.72%,1.81,1.93,1.76,1084500,2022-10-07
BASE,"Couchbase Inc",14.58,-1.28,-8.07%,15.48,15.66,14.48,124800,2022-10-07
BATL,"Battalion Oil Corp",13.66,-0.27,-1.94%,14.1,14.72,13.37,45100,2022-10-07
BATRA,"Liberty Braves CS A",28.8,-0.14,-0.48%,28.9,29,28.57,47600,2022-10-07
BATRK,"Liberty Braves CS C",28.23,-0.02,-0.07%,28,28.38,28,81100,2022-10-07
BBBY,"Bed Bath & Beyond",5.42,-0.45,-7.67%,5.79,5.84,5.4,6115400,2022-10-07
BBCP,"Concrete Pumping Holdings Inc",6.45,-0.06,-0.92%,6.51,6.52,6.41,77900,2022-10-07
BBIG,"Vinco Ventures Inc",0.9843,-0.0357,-3.50%,0.9934,1.02,0.9414,11457400,2022-10-07
BBIO,"Bridgebio Pharma Inc",10.41,-0.44,-4.06%,10.53,10.63,10.3,1374500,2022-10-07
BBLN,"Babylon Hldgs Ltd",0.49,-0.0097,-1.94%,0.4997,0.5149,0.45,325200,2022-10-07
BBSI,"Barrett Business S",78.8,-0.54,-0.68%,79.05,80.11,77.46,54400,2022-10-07
BBUC,"Brookfield Business Corp",21.63,-0.29,-1.32%,21.59,21.69,21.33,25400,2022-10-07
BBW,"Build-A-Bear Workshop",13.82,-0.52,-3.63%,14.25,14.25,13.76,125800,2022-10-07
BCBP,"Bcb Bancorp Inc",16.82,-0.58,-3.33%,17.31,17.31,16.75,52600,2022-10-07
BCC,"Boise Cascade L.L.C.",61.73,-1.9,-2.99%,62.7,62.93,61.25,176500,2022-10-07
BCML,"Bay Commercial Bk CA",17.62,-0.39,-2.17%,17.91,18.24,17.57,26500,2022-10-07
BCO,"Brink's Company",56.04,-0.46,-0.81%,55.84,56.35,54.81,270300,2022-10-07
BCOR,"Blucora Inc",20.37,-0.49,-2.35%,20.69,20.76,20.2,175800,2022-10-07
BCOV,"Brightcove Inc",6.4,-0.27,-4.05%,6.61,6.61,6.4,91300,2022-10-07
BCPC,"Balchem Cp",121.94,-2.25,-1.81%,123.73,123.99,120.75,92700,2022-10-07
BCRX,"Biocryst Pharma Inc",13.66,-0.54,-3.80%,14.06,14.16,13.6,2048400,2022-10-07
BDC,"Belden Inc",63.52,-1.85,-2.83%,64.38,64.51,63.02,189600,2022-10-07
BDN,"Brandywine Realty Trust",6.14,-0.23,-3.61%,6.28,6.31,6.05,3632900,2022-10-07
BE,"Bloom Energy Corp Cl A",17.93,-1.15,-6.03%,18.36,18.83,17.76,2884100,2022-10-07
BEAM,"Beam Therapeutics Inc",47.75,-3.59,-6.99%,49.52,49.64,47.31,827100,2022-10-07
BECN,"Beacon Roofing Suppl",58.24,-0.7,-1.19%,58.11,58.5,57.53,378700,2022-10-07
BFC,"Bank First National Corp [Wisconsin]",76.13,-1.07,-1.39%,77.81,77.81,76.01,8100,2022-10-07
BFH,"Bread Financial Hldgs Inc",30.77,-0.78,-2.47%,31.06,31.27,30.29,974300,2022-10-07
BFLY,"Butterfly Network Inc",4.66,-0.34,-6.80%,4.84,4.91,4.64,1169100,2022-10-07
BFS,"Saul Centers",36.46,-0.68,-1.83%,36.81,36.94,36.22,47300,2022-10-07
BFST,"Business First Bancshares Inc",21.74,-0.44,-1.98%,21.88,21.96,21.64,26600,2022-10-07
BGCP,"Bgc Partners Cl A",3.87,-0.05,-1.28%,3.86,3.96,3.82,1717700,2022-10-07
BGFV,"Big 5 Sporting",10.85,-0.42,-3.73%,11.11,11.18,10.74,492400,2022-10-07
BGRY,"Berkshire Grey Inc",1.63,-0.15,-8.43%,1.78,1.78,1.62,843000,2022-10-07
BGS,"B&G Foods Holdings",14.89,-0.5,-3.25%,15.35,15.4,14.89,1227000,2022-10-07
BH,"Biglari Holdings Inc",125.33,-3.61,-2.80%,128.12,133.5,123.28,3200,2022-10-07
BHB,"Bar Harbor Bankshares",27.04,-0.18,-0.66%,27.09,27.71,26.51,12300,2022-10-07
BHE,"Benchmark Electronics",25.92,-0.76,-2.85%,26.46,26.5,25.81,83700,2022-10-07
BHG,"Bright Health Group Inc",1.01,-0.06,-5.61%,1.07,1.08,1.01,3312800,2022-10-07
BHIL,"Benson Hill Inc",2.86,-0.03,-1.04%,2.85,2.92,2.81,303200,2022-10-07
BHLB,"Berkshire Hills Bancorp",27.84,-0.51,-1.80%,28.27,28.27,27.68,220400,2022-10-07
BHR,"Braemar Hotels & Resorts Inc",4.36,-0.16,-3.54%,4.47,4.52,4.3,464800,2022-10-07
BHVN,"Biohaven Ltd",12.89,-0.29,-2.20%,13.36,13.6,12.75,2096000,2022-10-07
BIG,"Big Lots",17.23,-0.22,-1.26%,17.15,17.33,16.57,645400,2022-10-07
BIGC,"Bigcommerce Holdings Inc",14.9,-1.28,-7.91%,15.6,15.77,14.52,842000,2022-10-07
BIPC,"Brookfield Infrastructure Partners LP Cl A",38.59,-0.95,-2.40%,39.2,39.6,38.27,491000,2022-10-07
BIRD,"Allbirds Inc Cl A",3.11,-0.12,-3.72%,3.17,3.21,3.04,1591600,2022-10-07
BJRI,"Bj's Restaurants Inc",25.15,-0.93,-3.57%,25.68,25.78,24.66,213000,2022-10-07
BKD,"Brookdale Senior Living Inc",4.81,0.8,+19.95%,3.98,5.18,3.95,14811801,2022-10-07
BKE,"Buckle Inc",34.02,-0.5,-1.45%,34.22,34.43,33.56,403900,2022-10-07
BKH,"Black Hills Corp",64.73,-0.94,-1.43%,65.3,65.57,64.32,563200,2022-10-07
BKKT,"Bakkt Hldgs Inc",2.3,-0.23,-9.09%,2.38,2.43,2.29,819000,2022-10-07
BKU,"BankUnited Inc",35.4,-1.04,-2.85%,36.16,36.24,35.3,398900,2022-10-07
BL,"Blackline Inc",62.52,-3.58,-5.42%,64.74,64.74,61.32,341700,2022-10-07
BLBD,"Blue Bird Corp",9.29,-0.41,-4.23%,9.67,9.67,9.25,132900,2022-10-07
BLDE,"Blade Air Mobility Inc",3.79,-0.22,-5.49%,3.96,3.99,3.74,253700,2022-10-07
BLFS,"Biolife Solutions",22.36,-1.28,-5.41%,23.32,23.47,22.05,336900,2022-10-07
BLFY,"Blue Foundry Bancorp",11.3,-0.06,-0.53%,11.31,11.38,11.14,59000,2022-10-07
BLI,"Berkeley Lights Inc",2.73,-0.41,-13.06%,3.05,3.07,2.67,712100,2022-10-07
BLKB,"Blackbaud Inc",51.85,-0.39,-0.75%,51.75,51.95,51.38,495600,2022-10-07
BLMN,"Bloomin' Brands Inc",19.36,-0.32,-1.63%,19.43,19.47,18.98,977300,2022-10-07
BLND,"Blend Labs Inc Cl A",2.66,-0.08,-2.92%,2.66,2.75,2.56,993900,2022-10-07
BLNK,"Blink Charging Company",15.51,-0.81,-4.96%,16.13,16.13,14.98,1299500,2022-10-07
BLUE,"Bluebird Bio",6.92,-0.62,-8.22%,7.39,7.47,6.89,5464200,2022-10-07
BLX,"Banco Latinoamericano DE Comercio",13.22,-0.44,-3.22%,13.59,13.59,13.18,58200,2022-10-07
BMBL,"Bumble Inc",23.58,-1.32,-5.30%,24.18,24.29,23.31,1397000,2022-10-07
BMI,"Badger Meter",93.4,-3.12,-3.23%,95.24,95.24,92.15,100600,2022-10-07
BMRC,"Bank of Marin Bancrp",30.76,-0.4,-1.28%,31.71,31.92,30.48,39100,2022-10-07
BNFT,Benefitfocus,6.31,-0.29,-4.39%,6.6,6.6,6.28,33400,2022-10-07
BNGO,"Bionano Genomics Inc",1.98,-0.18,-8.33%,2.01,2.07,1.94,4623100,2022-10-07
BNL,"Broadstone Net Lease Inc Cl A",15.47,-0.13,-0.83%,15.53,15.7,15.27,985200,2022-10-07
BOC,"Boston Omaha Corp Cl A",24.05,0.08,+0.33%,23.63,24.15,23.3,76900,2022-10-07
BODY,"The Beachbody Company Inc Cl A",1.1,-0.08,-6.78%,1.17,1.18,1.06,220800,2022-10-07
BOOM,"Dynamic Materials",16.96,-1.59,-8.57%,18.44,18.44,16.9,136000,2022-10-07
BOOT,"Boot Barn Holdings Inc",57.95,-2.94,-4.83%,59.77,60.44,57.61,593500,2022-10-07
BORR,"Borr Drilling Ltd",4.09,0.05,+1.24%,4.02,4.29,3.97,1480200,2022-10-07
BOWL,"Bowlero Corp Cl A",12.52,-0.2,-1.57%,12.65,12.83,12.26,437200,2022-10-07
BOX,"Box Inc",27.12,-1.02,-3.62%,27.69,27.77,26.8,1351600,2022-10-07
BOXD,"Boxed Inc",0.8474,-0.0601,-6.62%,0.9,0.9068,0.8276,1110200,2022-10-07
BPMC,"Blueprint Medicines Corp",59,-3.83,-6.10%,62.48,62.63,58.9,663400,2022-10-07
BRBR,"Bellring Brands Inc Cl A",20.8,-0.34,-1.61%,20.94,21.16,20.67,583400,2022-10-07
BRBS,"Blue Ridge Bankshare",12.69,-0.06,-0.47%,12.84,12.84,12.6,13200,2022-10-07
BRC,"Brady Corp",42.25,-0.69,-1.61%,42.66,42.74,41.75,255000,2022-10-07
BRCC,"Brc Inc Cl A",6.64,-0.15,-2.21%,6.77,6.8,6.55,377700,2022-10-07
BRDS,"Bird Global Inc Cl A",0.3936,-0.0019,-0.48%,0.378,0.3999,0.3633,2020400,2022-10-07
BRKL,"Brookline Bancorp",11.87,-0.29,-2.38%,12.12,12.12,11.85,325600,2022-10-07
BRMK,"Broadmark Realty Capital Inc",5.11,-0.08,-1.54%,5.14,5.26,5.07,1088500,2022-10-07
BRP,"Brp Group Inc Cl A",26.46,0.17,+0.65%,25.89,26.48,25.86,287800,2022-10-07
BRSP,"Brightspire Capital Inc",6.44,-0.11,-1.68%,6.47,6.61,6.36,973300,2022-10-07
BRT,"BRT Realty Trust",19.06,-0.25,-1.29%,19.39,19.39,18.94,102100,2022-10-07
BRY,"Berry Pete Corp",8.83,-0.47,-5.05%,9.27,9.31,8.79,595300,2022-10-07
BSIG,"Brightsphere Investment Group Plc",16.89,-0.69,-3.92%,17.27,17.36,16.84,671900,2022-10-07
BSRR,"Sierra Bancorp",20.5,-0.15,-0.73%,20.68,20.69,20.36,32300,2022-10-07
BTAI,"Bioxcel Therapeutics Inc",11.1,-0.61,-5.21%,11.49,11.55,11.1,187900,2022-10-07
BTRS,"Btrs Holdings Inc",9.28,-0.03,-0.32%,9.28,9.32,9.26,5124100,2022-10-07
BTU,"Peabody Energy Corp",26.88,-0.77,-2.78%,27.55,27.61,26.37,5388300,2022-10-07
BUSE,"First Busey Corp",22.69,-0.33,-1.43%,22.85,22.85,22.58,136900,2022-10-07
BV,"Brightview Holdings Inc",8.18,-0.25,-2.97%,8.32,8.4,8.06,222200,2022-10-07
BVH,"Bluegreen Vacations Hldg Corp",17.04,-0.56,-3.18%,17.3,17.36,16.9,42400,2022-10-07
BVS,"Bioventus Inc Cl A",6.89,-0.14,-1.99%,6.96,7.16,6.85,127700,2022-10-07
BW,"Babcock & Wilcox Enterprises",6.54,-0.17,-2.53%,6.61,6.61,6.45,212700,2022-10-07
BWB,"Bridgewater Bancshares Inc",16.61,-0.28,-1.66%,16.87,16.87,16.51,29400,2022-10-07
BWFG,"Bankwell Financial",29.15,-0.58,-1.95%,29.08,29.62,29,19600,2022-10-07
BXC,"Bluelinx Holdings Inc",67.96,-2.71,-3.83%,69.64,69.69,67.12,102000,2022-10-07
