Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
A,"Agilent Technologies",127.44,-4.74,-3.59%,130.45,130.93,126.96,1154600,2022-10-07
AA,"Alcoa Corp",39.01,-0.84,-2.11%,39.04,39.35,37.88,6270600,2022-10-07
AAL,"American Airlines Gp",12.18,-0.55,-4.32%,12.5,12.54,11.94,37297602,2022-10-07
AAN,"Aarons Holdings Company",9.5,-0.4,-4.04%,9.75,9.86,9.44,491800,2022-10-07
AAON,"Aaon Inc",53.14,-2.11,-3.82%,54.82,54.82,52.81,127500,2022-10-07
AAP,"Advance Auto Parts Inc",161.32,-3.82,-2.31%,163.97,164.03,160.1,582700,2022-10-07
AAPL,"Apple Inc",140.09,-5.34,-3.67%,142.54,143.1,139.45,85925500,2022-10-07
AAT,"American Assets Trust",24.92,-0.1,-0.40%,24.78,25.02,24.69,460600,2022-10-07
AAWW,"Atlas Air Ww",98.18,0.08,+0.08%,97.68,98.5,97.68,448600,2022-10-07
ABBV,"Abbvie Inc",138.76,-1.53,-1.09%,139.01,140.05,137.55,4648800,2022-10-07
ABC,"Amerisourcebergen Corp",137.35,-2.56,-1.83%,138.8,139.27,136.87,1034500,2022-10-07
ABCB,"Ameris Bancorp",48.37,-0.49,-1.00%,48.74,48.94,47.78,362000,2022-10-07
ABCL,"Abcellera Biologics Inc",10.75,-0.66,-5.78%,11.09,11.3,10.71,1378600,2022-10-07
ABG,"Asbury Automotive Group Inc",154.63,1.95,+1.28%,152.54,155.16,150.23,190000,2022-10-07
ABM,"ABM Industries Inc",40.55,-1.3,-3.11%,41.37,41.65,40.53,428500,2022-10-07
ABMD,"Abiomed Inc",257.09,-10.12,-3.79%,263.37,266.53,255.48,242900,2022-10-07
ABNB,"Airbnb Inc Cl A",108.54,-3.04,-2.72%,108.87,109.53,107.1,3352700,2022-10-07
ABR,"Arbor Realty Trust",11.85,-0.2,-1.66%,11.93,12.18,11.72,2385200,2022-10-07
ABT,"Abbott Laboratories",101.79,-0.66,-0.64%,102.5,105.09,101.04,8485900,2022-10-07
ABUS,"Arbutus Biopharma Cp",1.91,-0.08,-4.02%,1.96,1.99,1.91,493700,2022-10-07
ACA,"Arcosa Inc",61.25,-1.04,-1.67%,62.06,62.42,61.02,176400,2022-10-07
ACAD,"Acadia Pharmaceutica",16.29,-2.34,-12.56%,18.22,18.27,16.03,2891100,2022-10-07
ACCD,"Accolade Inc",11.48,-0.91,-7.34%,12.29,13.4,11.23,1188400,2022-10-07
ACCO,"Acco Brands Corp",4.97,-0.24,-4.61%,5.15,5.16,4.96,861900,2022-10-07
ACEL,"Accel Entertainment Inc",8.45,-0.01,-0.12%,8.32,8.46,8.27,211700,2022-10-07
ACET,"Adicet Bio Inc",14.9,-0.8,-5.10%,15.57,15.57,14.81,353300,2022-10-07
ACGL,"Arch Capital Grp Ltd",45.67,-2.33,-4.85%,47.7,47.74,45.54,2712200,2022-10-07
ACHC,"Acadia Healthcr Company",80.17,-2.61,-3.15%,81.85,81.85,79.45,478200,2022-10-07
ACHR,"Archer Aviation Inc",2.64,-0.22,-7.69%,2.8,2.82,2.61,1239300,2022-10-07
ACI,"Albertsons Companies Inc Cl A",24.43,-0.83,-3.29%,25.25,25.42,24.35,2420800,2022-10-07
ACIW,"Aci Worldwide Inc",21.93,-0.19,-0.86%,21.86,22,21.59,875500,2022-10-07
ACLS,"Axcelis Tech Inc",61.46,-5.02,-7.55%,64.04,64.54,61.17,381300,2022-10-07
ACLX,"Arcellx Inc",17.18,-1.31,-7.08%,18.58,18.58,17.14,274000,2022-10-07
ACM,"Aecom Technology Corp",72.09,-1.05,-1.44%,72.72,73.03,71.37,435400,2022-10-07
ACMR,"Acm Research Inc",12.3,-0.94,-7.10%,12.93,12.97,11.94,695000,2022-10-07
ACN,"Accenture Plc",259.71,-9.76,-3.62%,266.48,266.86,258.29,1951200,2022-10-07
ACRE,"Ares Commercial Real Estate Cor",10.55,-0.13,-1.22%,10.62,10.8,10.42,712600,2022-10-07
ACRS,"Aclaris Therapts",15.82,-0.88,-5.27%,16.42,16.46,15.72,172000,2022-10-07
ACT,"Enact Holdings Inc",23.15,-0.32,-1.36%,23.31,23.34,22.98,114200,2022-10-07
ACVA,"Acv Auctions Inc Cl A",8.58,-0.21,-2.39%,8.59,8.9,8.33,1697500,2022-10-07
ADBE,"Adobe Systems Inc",288.77,-9.64,-3.23%,291.36,293.7,286.83,3495900,2022-10-07
ADC,"Agree Realty Corp",64.91,0.63,+0.98%,63.95,65.67,63.64,835300,2022-10-07
ADI,"Analog Devices",144.92,-6.05,-4.01%,147.67,148.63,144.13,4351200,2022-10-07
ADM,"Archer Daniels Midland",85.44,-0.31,-0.36%,84.98,86.04,84.33,2396100,2022-10-07
ADMA,"Adma Biologics",2.61,-0.01,-0.38%,2.62,2.68,2.58,2063300,2022-10-07
ADNT,"Adient Plc",29.61,-1.49,-4.79%,30.4,30.69,29.45,860300,2022-10-07
ADP,"Automatic Data Procs",227.12,-7.77,-3.31%,231.95,232.72,225.91,2068400,2022-10-07
ADPT,"Adaptive Biotechnologies Corp",7.15,-0.7,-8.92%,7.61,7.61,7.03,822600,2022-10-07
ADSK,"Autodesk Inc",194.74,-11.13,-5.41%,201.59,202.17,193.27,1261200,2022-10-07
ADT,"ADT Inc",8.29,-0.13,-1.54%,8.35,8.41,8.19,6684200,2022-10-07
ADTN,"Adtran Holdings Inc",20.52,0.3,+1.48%,20.15,20.59,20.15,841900,2022-10-07
ADUS,"Addus Homecare Corp",97.09,-0.8,-0.82%,96.7,97.95,95.57,55000,2022-10-07
AEE,"Ameren Corp",76.96,-1.88,-2.38%,78.94,79.17,76.52,1739800,2022-10-07
AEIS,"Advanced Energy",78.08,-5.07,-6.10%,81.79,82.02,77.64,198400,2022-10-07
AEL,"American Equity Investment Life",38.99,-0.42,-1.07%,39.41,39.41,38.65,327900,2022-10-07
AEO,"American Eagle Outfitters",10.5,-0.29,-2.69%,10.61,10.76,10.26,4468000,2022-10-07
AEP,"American Electric Power Company",82.99,-1.52,-1.80%,84.55,84.88,82.57,3717100,2022-10-07
AERI,"Aerie Pharmaceuticals",15.2,0.04,+0.26%,15.14,15.24,15.14,625300,2022-10-07
AES,"The Aes Corp",24.92,-0.48,-1.89%,25.19,25.37,24.6,4443900,2022-10-07
AFCG,"Afc Gamma Inc",15.7,-0.61,-3.74%,16.4,16.57,15.65,150300,2022-10-07
AFG,"American Financial Group",127.03,-1.71,-1.33%,128.44,128.58,126.15,213600,2022-10-07
AFL,"Aflac Inc",57.69,-1.45,-2.45%,58.8,58.98,57.31,2404300,2022-10-07
AFRM,"Affirm Holdings Inc Cl A",18.9,-2.05,-9.79%,19.95,20.13,18.43,11565301,2022-10-07
AGCO,"Agco Corp",106.15,-0.25,-0.23%,105.33,106.31,103.46,597400,2022-10-07
AGEN,"Agenus Inc",2.68,-0.12,-4.29%,2.75,2.79,2.63,5663300,2022-10-07
AGIO,"Agios Pharmaceuticals",27.09,-1.74,-6.04%,28.19,28.19,27.02,618900,2022-10-07
AGL,"Agilon Health Inc",22.56,-0.58,-2.51%,22.75,22.86,22.23,2119900,2022-10-07
AGM,"Federal Agricultural Mortgage Corp",101.12,-2.11,-2.04%,103.26,104.14,100.4,28500,2022-10-07
AGNC,"Agnc Investment Corp",7.87,-0.33,-4.02%,8.12,8.23,7.82,28069801,2022-10-07
AGO,"Assured Guaranty Ltd",50.25,-0.47,-0.93%,50.22,50.45,49.27,340900,2022-10-07
AGR,"Avangrid Inc",39.64,-1.37,-3.34%,40.97,41.03,39.3,632000,2022-10-07
AGTI,"Agiliti Inc",15.76,-0.48,-2.96%,16.11,16.11,15.62,194500,2022-10-07
AGX,"Argan Inc",32.03,-0.98,-2.97%,33.01,33.01,31.9,62800,2022-10-07
AGYS,"Agilysys Inc",54.22,-2.69,-4.73%,56.02,56.21,52.74,163900,2022-10-07
AHCO,"Adapthealth Corp Cl. A",19.91,-0.1,-0.50%,19.82,19.97,19.39,713500,2022-10-07
AHH,"Armada Hoffler Properties Inc",10.42,-0.14,-1.33%,10.55,10.61,10.29,470200,2022-10-07
AI,"C3.Ai Inc Cl A",12.54,-0.8,-6.00%,12.97,12.97,12.35,1261700,2022-10-07
AIG,"American International Group",49.71,-1.05,-2.07%,50.24,50.58,49.42,4097000,2022-10-07
AIMC,"Altra Indtl Mtn",34.96,-1.27,-3.51%,35.83,36.07,34.85,243800,2022-10-07
AIN,"Albany International Corp",83.35,-0.13,-0.16%,82.66,83.49,81.8,119600,2022-10-07
AIR,"AAR Corp",38.28,0.16,+0.42%,37.82,38.58,37.5,241100,2022-10-07
AIRC,"Apartment Income REIT Corp",36.01,-1.11,-2.99%,36.77,36.96,35.83,1027300,2022-10-07
AIT,"Applied Industrial Technologies",107.9,-2.36,-2.14%,109.17,109.5,107,199900,2022-10-07
AIV,"Apartment Investment and Management",7.1,-0.26,-3.53%,7.29,7.33,7.06,1689200,2022-10-07
AIZ,"Assurant Inc",147.69,-2.24,-1.49%,148.83,148.83,146.43,331700,2022-10-07
AJG,"Arthur J. Gallagher & Company",174.31,-4.79,-2.67%,178.16,178.8,173.8,840500,2022-10-07
AJRD,"Aerojet Rocketdyne Holdings",41.01,-0.05,-0.12%,40.85,41.24,40.51,324400,2022-10-07
AKAM,"Akamai Technologies",82.08,-2.36,-2.79%,83.28,83.5,81.84,1108000,2022-10-07
AKR,"Acadia Realty Trust",12.47,-0.32,-2.50%,12.66,12.81,12.36,645500,2022-10-07
AKRO,"Akero Therapeutics Inc",38.13,-1.13,-2.88%,39.34,39.5,37.55,717400,2022-10-07
AKTS,"Akoustis Technologies Inc",2.83,-0.13,-4.39%,2.89,2.91,2.79,286400,2022-10-07
AL,"Air Lease Corp Cl A",32.36,-0.51,-1.55%,32.35,32.65,31.68,362300,2022-10-07
ALB,"Albemarle Corp",272.53,-8.41,-2.99%,276.48,276.97,266.27,1031500,2022-10-07
ALBO,"Albireo Pharma Inc",20.59,-0.04,-0.19%,20.31,20.76,20.11,206900,2022-10-07
ALE,"Allete Inc",48.41,-1.31,-2.63%,49.77,49.97,48.19,473400,2022-10-07
ALEC,"Alector Inc",8.68,-0.45,-4.93%,9,9.04,8.65,473600,2022-10-07
ALEX,"Alexander and Baldwin Inc",16.85,-0.63,-3.60%,17.17,17.27,16.76,458100,2022-10-07
ALG,"Alamo Group",132.84,-0.69,-0.52%,129.76,133.9,129.76,60100,2022-10-07
ALGM,"Allegro Microsystems Inc",23.11,-0.8,-3.35%,23.18,23.43,22.97,518800,2022-10-07
ALGN,"Align Technology",211.58,-10.78,-4.85%,217.46,220.09,210.39,779500,2022-10-07
ALGT,"Allegiant Travel Com",68.3,-5.35,-7.26%,72.63,72.63,67.24,324100,2022-10-07
ALHC,"Alignment Healthcare Inc",11.66,-0.47,-3.87%,12,12,11.6,878500,2022-10-07
ALIT,"Alight Inc Cl A",7.99,-0.22,-2.68%,8.1,8.19,7.93,1544800,2022-10-07
ALK,"Alaska Air Group",41.49,-0.97,-2.28%,41.92,42.04,40.89,830900,2022-10-07
ALKS,"Alkermes Plc",22.13,-0.68,-2.98%,22.65,22.78,22.1,1968200,2022-10-07
ALKT,"Alkami Technology Inc",15.64,-0.55,-3.40%,15.84,15.84,15.38,450400,2022-10-07
ALL,"Allstate Corp",130.64,0.1,+0.08%,130.26,130.72,128.21,2223300,2022-10-07
ALLE,"Allegion Plc",92.42,-1.99,-2.11%,93.1,93.68,91.47,615600,2022-10-07
ALLO,"Allogene Therapeutics Inc",10.36,-0.6,-5.47%,10.89,12.21,10.28,5254900,2022-10-07
ALLY,"Ally Financial",29.11,-1.19,-3.93%,29.87,29.98,28.98,4616400,2022-10-07
ALNY,"Alnylam Pharmaceuticals",195.81,-6.56,-3.24%,201,202.53,194.96,844400,2022-10-07
ALRM,Alarm.com,62.08,-2.53,-3.92%,64,64.04,61.89,300500,2022-10-07
ALRS,"Alerus Financial Corp",22.06,-0.4,-1.78%,22.38,22.38,21.94,21600,2022-10-07
ALSN,"Allison Transmission Holdings",35.18,-0.24,-0.68%,35.14,35.24,34.61,771700,2022-10-07
ALTG,"Alta Equipment Group Inc",11.04,-0.27,-2.39%,11.24,11.24,10.85,50500,2022-10-07
ALTR,"Altair Engineering Inc Cl A",47.76,-1,-2.05%,47.96,48.09,47.19,438100,2022-10-07
ALX,"Alexander's Inc",207,-2.63,-1.25%,207.16,210.6,204.36,18500,2022-10-07
ALXO,"Alx Oncology Holdings Inc",10.01,-0.52,-4.94%,10.34,10.69,9.96,237100,2022-10-07
AM,"Antero Midstream Corp",9.78,-0.08,-0.81%,9.81,9.91,9.72,2250200,2022-10-07
AMAL,"Amalgamated Financial Corp",22.78,0.05,+0.22%,22.71,22.79,22.36,175300,2022-10-07
AMAT,"Applied Materials",82.6,-5.52,-6.26%,85.17,85.54,82.02,10029800,2022-10-07
AMBA,"Ambarella Inc",58.8,-3.86,-6.16%,60.47,61.39,57.59,585200,2022-10-07
AMBC,"Ambac Financial Group",14.8,2,+15.63%,15.02,15.24,13.45,3466700,2022-10-07
AMBP,"Ardagh Metal Packaging S.A.",4.87,-0.12,-2.40%,4.9,4.91,4.74,2984100,2022-10-07
AMC,"Amc Entertainment Holdings Inc",6.53,-0.59,-8.29%,7.1,7.1,6.4,23436201,2022-10-07
AMCR,"Amcor Plc",10.78,-0.29,-2.62%,10.95,10.95,10.73,5112900,2022-10-07
AMCX,"Amc Networks Cl A",21.12,-0.39,-1.81%,21.2,21.41,20.72,475500,2022-10-07
AMD,"Adv Micro Devices",58.44,-9.41,-13.87%,64.01,64.03,58.22,163786203,2022-10-07
AME,"Ametek Inc",116.29,-3.42,-2.86%,118.57,118.82,115.66,940100,2022-10-07
AMED,"Amedisys Inc",94.32,-2.84,-2.92%,97.01,97.11,93.73,483600,2022-10-07
AMEH,"Apollo Medical Holdings Inc",35.45,-3.69,-9.43%,38.44,38.6,35.35,254800,2022-10-07
AMG,"Affiliated Managers Group",118.33,-2.09,-1.74%,118.93,119.06,116.6,468600,2022-10-07
AMGN,"Amgen Inc",229.03,-1.91,-0.83%,230,231.51,228.57,2060000,2022-10-07
AMH,"American Homes 4 Rent",31.88,-1.11,-3.36%,32.73,32.87,31.64,1841800,2022-10-07
AMK,"Assetmark Financial Holdings Inc",18.67,-0.57,-2.96%,19,19.21,18.44,106000,2022-10-07
AMKR,"Amkor Technology",17.92,-0.95,-5.03%,18.46,18.58,17.77,606300,2022-10-07
AMLX,"Amylyx Pharmaceuticals Inc",32.46,-0.36,-1.10%,32.71,33.87,30.96,5515700,2022-10-07
AMN,"Amn Healthcare Services Inc",111.25,-0.41,-0.37%,110.33,113.37,108.16,577300,2022-10-07
AMNB,"American Natl Bksh",33.21,0.01,+0.03%,33.2,33.43,32.97,13200,2022-10-07
AMP,"Ameriprise Financial Services",271.86,-3.17,-1.15%,272.55,272.55,267.03,679200,2022-10-07
AMPH,"Amphastar Pharma",29.04,0.18,+0.62%,28.98,29.09,28.63,346300,2022-10-07
AMPL,"Amplitude Inc Cl A",15.89,-1.61,-9.20%,16.91,17.05,15.58,419800,2022-10-07
AMPS,"Altus Power Inc",10.39,-0.58,-5.29%,10.81,10.87,10.14,1041200,2022-10-07
AMR,"Alpha Metallurgical Resources Inc",150.39,-3.53,-2.29%,154.5,155.7,149.15,316800,2022-10-07
AMRC,"Ameresco Inc",61.71,-4.09,-6.22%,65,65.45,61.31,562800,2022-10-07
AMRK,"A-Mark Precious Meta",28.22,-1.02,-3.49%,29,29.16,27.98,97500,2022-10-07
AMRS,"Amyris Inc",2.87,-0.29,-9.18%,3.05,3.1,2.83,4616300,2022-10-07
AMRX,"Amneal Pharmaceuticals Inc",2.13,-0.09,-4.05%,2.22,2.22,2.09,424200,2022-10-07
AMSF,"Amerisafe Inc",46.14,-0.67,-1.43%,46.77,47.29,45.85,50400,2022-10-07
AMSWA,"Amer Software Inc",15.55,-0.53,-3.30%,15.84,15.9,15.46,95900,2022-10-07
AMT,"American Tower Corp",194.63,-8.44,-4.16%,199.12,201.03,193.41,3165300,2022-10-07
AMTB,"Mercantil Bank Holding Cl A",25.1,-0.5,-1.95%,25.52,25.52,24.94,38500,2022-10-07
AMWD,"Amer Woodmark Cp",45.16,-2.04,-4.32%,46.7,46.7,44.81,65000,2022-10-07
AMWL,"American Well Corp Cl A",3.8,-0.27,-6.63%,3.99,4.05,3.77,822900,2022-10-07
AMZN,"Amazon.com Inc",114.56,-5.74,-4.77%,118,118.17,113.88,54677898,2022-10-07
AN,"Autonation Inc",100.82,-0.21,-0.21%,100.59,101.12,99.71,1603000,2022-10-07
ANAB,"Anaptysbio Inc",26.22,-0.99,-3.64%,26.88,27.16,26.07,140300,2022-10-07
ANDE,"Andersons Inc",31.85,-0.33,-1.03%,31.98,32.28,31.6,388000,2022-10-07
ANET,"Arista Networks Inc",116.41,-5.49,-4.50%,119.7,119.93,115.69,1696900,2022-10-07
ANF,"Abercrombie & Fitch Company",15.17,-1.21,-7.39%,16.03,16.33,14.78,2227000,2022-10-07
ANGO,"Angiodynamics Inc",15.9,-1.44,-8.30%,17.16,17.24,14.53,1653100,2022-10-07
ANIK,"Anika Therapeutics",24.53,-0.09,-0.37%,24.38,24.85,23.19,89700,2022-10-07
ANIP,"ANI Pharma Inc",32.26,-1.23,-3.67%,33.18,33.44,32.09,47300,2022-10-07
ANSS,"Ansys Inc",218.3,-13.93,-6.00%,227.15,227.44,216.74,626700,2022-10-07
AON,"AON Plc",273.11,-7.61,-2.71%,278.85,278.85,270.92,601400,2022-10-07
AORT,"Artivion Inc",11.59,-0.39,-3.26%,11.77,12,11.24,658800,2022-10-07
AOS,"Smith A.O. Corp",49.5,-1.28,-2.52%,50.24,50.28,49.21,1307300,2022-10-07
AOSL,"Alpha and Omega Semi",30.66,-2.88,-8.59%,32.19,32.52,30.17,291200,2022-10-07
APA,"Apa Corp",42.52,0.32,+0.76%,42.15,43.71,41.93,10920000,2022-10-07
APAM,"Artisan Partners Asset Mgmt",27.05,-0.66,-2.38%,27.43,27.43,26.63,580600,2022-10-07
APD,"Air Products and Chemicals",231.75,-6.84,-2.87%,235.9,236.95,230.01,1046800,2022-10-07
APG,"Api Group Corp",14.09,-0.34,-2.36%,14.24,14.24,13.84,855700,2022-10-07
APH,"Amphenol Corp",70.17,-2.23,-3.08%,71.36,71.49,69.83,2322700,2022-10-07
APLE,"Apple Hospitality REIT Inc",14.7,-0.21,-1.41%,14.77,14.9,14.6,1677800,2022-10-07
APLS,"Apellis Pharmaceuticals Inc",58.23,-0.87,-1.47%,58.81,59.7,57.89,993400,2022-10-07
APO,"Apollo Asset Management Inc",48.77,-2.24,-4.39%,50.35,50.54,48.23,2330200,2022-10-07
APOG,"Apogee Entrpr Inc",41.83,-1.16,-2.70%,42.69,42.69,41.38,154400,2022-10-07
APP,"Applovin Corp Cl A",19.22,-1.32,-6.43%,19.84,19.87,18.6,1895800,2022-10-07
APPF,"Appfolio Cl A",112.14,-1.3,-1.15%,112.16,114.32,109.21,308300,2022-10-07
APPN,"Appian Corp Cl A",42.77,-1.89,-4.23%,43.31,44.07,42.4,554700,2022-10-07
APPS,"Digital Turbine",14.44,-1.35,-8.55%,15.27,15.38,14.34,2476800,2022-10-07
APTV,"Aptiv Plc",85.19,-3.18,-3.60%,86.23,86.63,83.26,2418900,2022-10-07
AQUA,"Evoqua Water Technologies Corp",33.69,-1.1,-3.16%,34.35,34.4,33.33,410000,2022-10-07
AR,"Antero Resources Corp",32.32,-0.02,-0.06%,32.29,33.41,31.85,4246800,2022-10-07
ARCB,"Arcbest Corp",75.57,-2.61,-3.34%,76.88,77.42,75.1,127500,2022-10-07
ARCH,"Arch Resources Inc",143.21,-3.3,-2.25%,146.51,146.53,140.01,495100,2022-10-07
ARCT,"Arcturus Therapeutics Ltd",15.39,-0.66,-4.11%,15.65,15.76,15.1,676800,2022-10-07
ARE,"Alexandria Real Estate Equities",134.74,-4.59,-3.29%,137.79,138.06,133.74,822000,2022-10-07
ARES,"Ares Management LP",65.19,-2.03,-3.02%,66.11,66.42,64.75,703400,2022-10-07
ARGO,"Argo Group Intl Hlds",20.52,0.16,+0.79%,20.25,20.54,20.02,241100,2022-10-07
ARI,"Apollo Commercial Real Estate",8.47,-0.23,-2.64%,8.61,8.86,8.42,2582200,2022-10-07
ARKO,"Arko Corp",9.39,-0.15,-1.57%,9.5,9.55,9.37,203200,2022-10-07
ARLO,"Arlo Technologies Inc",4.66,-0.19,-3.92%,4.79,4.8,4.62,440700,2022-10-07
ARMK,"Aramark Holdings Corp",34.02,-0.45,-1.31%,34.18,34.21,33.5,4099000,2022-10-07
ARNC,"Arconic Corp",19.46,-0.18,-0.92%,19.46,19.89,19.17,972200,2022-10-07
AROC,"Archrock Inc",7.05,-0.11,-1.54%,7.14,7.2,7.02,1194800,2022-10-07
AROW,"Arrow Financial Corp",28.93,-0.82,-2.76%,29.54,29.54,28.77,20000,2022-10-07
ARQT,"Arcutis Biotherapeutics Inc",19.14,-0.66,-3.33%,19.51,20.09,19.08,623700,2022-10-07
ARR,"Armour Residential R",4.84,-0.09,-1.83%,4.87,4.99,4.79,9544300,2022-10-07
ARRY,"Array Technologies Inc",16.5,-0.18,-1.08%,16.3,16.62,16,1704900,2022-10-07
ARTNA,"Artesian Res Cp A",46.59,-1.11,-2.33%,47.85,47.92,45.64,48700,2022-10-07
ARVN,"Arvinas Inc",41.44,-2.32,-5.30%,43.34,43.64,41.27,334000,2022-10-07
ARW,"Arrow Electronics",95.54,-1.99,-2.04%,96.37,96.51,94.69,675500,2022-10-07
ARWR,"Arrowhead Pharma",31.62,-1.95,-5.81%,33.18,33.22,31.52,703000,2022-10-07
ASAN,"Asana Inc Cl A",24.02,-2,-7.69%,25.4,25.6,23.55,3540700,2022-10-07
ASB,"Associated Banc-Corp",21.08,-0.66,-3.04%,21.64,21.68,20.99,1454500,2022-10-07
ASC,"Ardmore Shipping Corp",9.53,0.15,+1.60%,9.39,9.69,9.29,349800,2022-10-07
ASGN,"On Assignment",92.71,-2.66,-2.79%,94.51,94.51,92.33,127300,2022-10-07
ASH,"Ashland Inc",94.84,-2.66,-2.73%,96.58,96.64,94.21,247700,2022-10-07
ASIX,"Advansix Inc",32.74,-1.56,-4.55%,34,34.16,32.62,160800,2022-10-07
ASLE,"Aersale Corp",18.7,-0.38,-1.99%,18.9,19.04,18.57,93500,2022-10-07
ASO,"Academy Sports and Outdoors Inc",44.56,-1.15,-2.52%,44.96,45.29,44.01,1228600,2022-10-07
ASPN,"Aspen Aerogels Inc",9.5,-0.35,-3.55%,9.59,9.97,9.41,454400,2022-10-07
ASTE,"Astec Inds Inc",32.16,-1.43,-4.26%,33.32,33.32,31.63,160200,2022-10-07
ATEC,"Alphatec Holdings",8.97,-0.95,-9.58%,9.93,9.94,8.88,738900,2022-10-07
ATEN,"A10 Networks Inc",14.78,-0.07,-0.47%,14.69,14.85,14.57,571500,2022-10-07
ATEX,"Anterix Inc.",34.36,-0.36,-1.04%,34.61,35.17,33.63,132400,2022-10-07
ATGE,"Adtalem Global Education Inc",36.74,-0.74,-1.97%,37.44,37.44,36.53,399300,2022-10-07
ATI,"Ati Inc",27.96,-0.39,-1.38%,28.26,28.45,27.65,1282800,2022-10-07
ATKR,"Atkore Inc",86.27,-2.13,-2.41%,87.89,88.6,85.8,493200,2022-10-07
ATNI,"Atn International",35.34,-1,-2.75%,36.05,36.16,34.93,43900,2022-10-07
ATO,"Atmos Energy Corp",99.39,-1.42,-1.41%,100.65,100.79,98.84,856500,2022-10-07
ATR,Aptargroup,93.98,-3.76,-3.85%,96.93,96.93,93.6,118900,2022-10-07
ATRA,"Atara Biotherap",3.82,-0.36,-8.61%,4.05,4.06,3.79,1325400,2022-10-07
ATRC,"Atricure Inc",38.35,-1.24,-3.13%,39.02,39.29,37.91,259500,2022-10-07
ATRI,"Atrion Corp",583.73,14.83,+2.61%,575.56,594.14,575.56,10600,2022-10-07
ATSG,"Air Transport",26.94,-0.31,-1.14%,26.99,27.3,26.85,302400,2022-10-07
ATUS,"Altice USA Inc Cl A",5.43,-0.32,-5.57%,5.7,5.76,5.39,6100100,2022-10-07
ATVI,"Activision Blizzard",73.35,-0.48,-0.65%,73.59,73.73,73.04,4208200,2022-10-07
AUB,"Atlantic Union Bancshares Corp",31.23,-0.8,-2.50%,31.98,32.04,31.17,240000,2022-10-07
AUPH,"Aurinia Pharm Ord",7.35,-0.29,-3.80%,7.52,7.55,7.31,1080700,2022-10-07
AURA,"Aura Biosciences Inc",13.77,0,0.00%,13.52,14.68,13.34,54900,2022-10-07
AVA,"Avista Corp",36.57,-0.82,-2.19%,37.34,37.62,36.32,389200,2022-10-07
AVAV,"Aerovironment Inc",76.84,-2.31,-2.92%,78.74,78.99,76.11,299000,2022-10-07
AVB,"Avalonbay Communities",172.28,-5.35,-3.01%,175.95,176.82,171.01,728700,2022-10-07
AVD,"American Vanguard Corp",20.49,-0.42,-2.01%,20.66,20.89,20.17,412200,2022-10-07
AVDX,"Avidxchange Holdings Inc",8.34,-0.15,-1.77%,8.31,8.4,8.09,1060700,2022-10-07
AVGO,"Broadcom Ltd",460.48,-19.02,-3.97%,472.38,473.34,459.02,2842500,2022-10-07
AVID,"Avid Tech Inc",24.43,-1.04,-4.08%,25.13,25.33,24.11,444600,2022-10-07
AVIR,"Atea Pharmaceuticals Inc",5.4,-0.27,-4.76%,5.67,5.69,5.38,373100,2022-10-07
AVLR,"Avalara Inc",92.65,0.08,+0.09%,92.45,92.66,92.26,2109200,2022-10-07
AVNS,"Avanos Medical Inc",20.96,-1.07,-4.86%,21.72,21.72,20.83,242700,2022-10-07
AVNT,"Avient Corp",30.68,-1.69,-5.22%,31.76,32.14,30.58,516200,2022-10-07
AVO,"Mission Produce Inc",14.41,-0.24,-1.64%,14.55,14.68,14.31,50700,2022-10-07
AVPT,"Avepoint Inc Cl A",3.82,-0.24,-5.91%,4.02,4.02,3.76,783900,2022-10-07
AVT,"Avnet Inc",37.91,-1.05,-2.70%,38.47,38.51,37.71,549600,2022-10-07
AVTR,"Avantor Inc",20.12,-0.97,-4.60%,20.82,20.87,19.92,6900800,2022-10-07
AVXL,"Anavex Lf SC",10.51,-0.52,-4.71%,10.86,11.05,10.48,803200,2022-10-07
AVY,"Avery Dennison Corp",165.53,-4.57,-2.69%,168.14,168.86,164.39,311500,2022-10-07
AWI,"Armstrong World Industries Inc",82.89,-1.23,-1.46%,83.35,83.35,81.91,235900,2022-10-07
AWK,"American Water Works",127.45,-3.79,-2.89%,130.46,130.79,125.93,1051700,2022-10-07
AWR,"American States Water Company",79.71,-1.29,-1.59%,80.81,80.89,79.07,129600,2022-10-07
AX,"Axos Financial Inc",35.64,-1.11,-3.02%,36.19,36.19,35.25,287200,2022-10-07
AXGN,"Axogen Inc",11.32,-0.44,-3.74%,11.71,11.71,11.16,279400,2022-10-07
AXL,"American Axle & Manufacturing",7.65,-0.37,-4.61%,7.9,7.97,7.59,1151700,2022-10-07
AXNX,"Axonics Inc",72.51,-2.14,-2.87%,73.48,74.97,71.92,368900,2022-10-07
AXON,"Axon Enterprise Inc",123.75,-2.69,-2.13%,123.94,124.55,121.63,403900,2022-10-07
AXP,"American Express Company",139,-3.38,-2.37%,140.42,141.29,138.08,2579600,2022-10-07
AXS,"Axis Capital Holdings",49.59,-2.04,-3.95%,51.46,51.46,49.23,377000,2022-10-07
AXSM,"Axsome Thera",45.82,-2.68,-5.53%,48.02,48.65,45.35,1098300,2022-10-07
AXTA,"Axalta Coating Systems Ltd",22.07,-1.26,-5.40%,23.01,23.22,21.98,2361600,2022-10-07
AXTI,"Axt Inc",5.13,-0.19,-3.57%,5.25,5.34,5.1,360500,2022-10-07
